,sequence,start,end
26006,Q98VG9,1893,2050
26007,Q98VG9,2072,2719
26008,Q98VG9,3204,3495
26009,Q98VG9,4387,4477
26010,Q99024,747,847
26011,Q99031,914,1018
26012,Q99078,1,104
26013,Q99102,22,133
26014,Q99102,228,342
26015,Q99102,450,561
26016,Q99102,632,708
26017,Q99109,1,452
26018,Q99109,555,652
26019,Q99166,1,91
26020,Q99231,165,457
26021,Q99231,480,638
26022,Q99247,1,163
26023,Q99248,1,238
26024,Q99248,512,651
26025,Q99289,18,132
26026,Q99299,88,242
26027,Q99299,334,524
26028,Q992J0,28,361
26029,Q992J0,803,896
26030,Q99303,115,438
26031,Q99315,1,212
26032,Q99315,463,624
26033,Q99315,1463,1547
26034,Q99325,45,220
26035,Q99332,489,602
26036,Q99337,165,400
26037,Q99337,480,638
26038,Q99341,1,161
26039,Q99345,1,113
26040,Q99359,37,252
26041,Q99395,73,163
26042,Q993M1,1,475
26043,Q99440,1,93
26044,Q99575,1,94
26045,Q99661,1,176
26046,Q99698,82,397
26047,Q99835,698,787
26048,Q99973,120,225
26049,Q99973,2346,2473
26050,Q99FY3,1,164
26051,Q99IB8,734,817
26052,Q99IE5,248,539
26053,Q99IE5,561,697
26054,Q99IE5,1624,1869
26055,Q99IE5,1982,2116
26056,Q99IE7,248,539
26057,Q99IE7,561,697
26058,Q99IE7,1624,1869
26059,Q99IE7,1982,2116
26060,Q99J10,324,420
26061,Q99K23,1,85
26062,Q99K23,103,249
26063,Q99KJ5,165,263
26064,Q99KN1,311,434
26065,Q99KU1,252,333
26066,Q99LG4,345,440
26067,Q99ML2,585,666
26068,Q99MT2,1,89
26069,Q99MU3,1,130
26070,Q99MV7,74,396
26071,Q99NG0,1367,1450
26072,Q99P84,1,442
26073,Q99PG2,492,633
26074,Q99PJ1,1838,1943
26075,Q99PL5,235,793
26076,Q99PP2,2121,2237
26077,Q99PW8,471,721
26078,Q99PW8,736,981
26079,Q99QY4,35,110
26080,Q99R71,491,603
26081,Q99R72,1,165
26082,Q99RL2,349,436
26083,Q99RQ9,102,204
26084,Q99RT8,96,419
26085,Q99S93,1,86
26086,Q99SG2,1,93
26087,Q99U09,60,200
26088,Q99UB9,1,97
26089,Q99UB9,148,228
26090,Q99V41,1,170
26091,Q99V41,1005,1091
26092,Q99V70,1,176
26093,Q99VB6,500,604
26094,Q99VJ2,1,275
26095,Q99VM8,1,83
26096,Q99WT8,1,130
26097,Q99XB1,257,373
26098,Q99Y58,148,227
26099,Q9A1B6,1,115
26100,Q9A201,271,349
26101,Q9A3H7,310,408
26102,Q9A4F5,1,117
26103,Q9AB09,1,109
26104,Q9AEU2,264,416
26105,Q9AIS7,1,101
26106,Q9AIV3,1,97
26107,Q9AIV3,148,228
26108,Q9AIX9,1,105
26109,Q9AIX9,383,868
26110,Q9AIX9,883,998
26111,Q9AJ37,423,871
26112,Q9AJ37,889,1039
26113,Q9AJ63,338,1019
26114,Q9AJ64,1,95
26115,Q9AJ64,440,854
26116,Q9AJ64,869,991
26117,Q9AJ75,27,104
26118,Q9AJ75,343,751
26119,Q9AJ75,782,1010
26120,Q9AJ77,27,105
26121,Q9AJ77,344,732
26122,Q9AJ77,763,991
26123,Q9AJ79,351,753
26124,Q9AJ79,784,1018
26125,Q9AJ80,344,581
26126,Q9AJ80,596,753
26127,Q9AJ80,784,1012
26128,Q9AJ81,344,752
26129,Q9AJ81,780,1013
26130,Q9AJ82,27,105
26131,Q9AJ82,344,752
26132,Q9AJ82,783,1011
26133,Q9AJ83,1,116
26134,Q9AJ83,408,763
26135,Q9AJ83,794,1028
26136,Q9AKP3,1,96
26137,Q9AME2,1,116
26138,Q9ASW1,1,79
26139,Q9ATY5,1325,1479
26140,Q9AV50,364,483
26141,Q9AWM8,819,954
26142,Q9AYZ1,43,147
26143,Q9BE52,690,791
26144,Q9BIA4,1,200
26145,Q9BJZ5,108,210
26146,Q9BL02,1156,1233
26147,Q9BLJ6,1,100
26148,Q9BLJ6,460,545
26149,Q9BMN8,1335,1541
26150,Q9BMP8,179,277
26151,Q9BN21,1,139
26152,Q9BPN8,20,637
26153,Q9BPS0,1074,1211
26154,Q9BPS0,1231,1329
26155,Q9BPS0,1772,1876
26156,Q9BPU3,242,331
26157,Q9BQG0,1188,1328
26158,Q9BRB3,682,760
26159,Q9BRP7,198,284
26160,Q9BRP9,1,147
26161,Q9BRZ2,637,755
26162,Q9BSJ2,1,75
26163,Q9BSK1,397,485
26164,Q9BTC0,1936,2042
26165,Q9BTD1,1,123
26166,Q9BV73,1618,1745
26167,Q9BVG8,78,227
26168,Q9BVG8,242,351
26169,Q9BVR0,42,164
26170,Q9BVR0,172,274
26171,Q9BVR0,291,586
26172,Q9BVR0,682,911
26173,Q9BVR0,925,1085
26174,Q9BVW6,1,85
26175,Q9BW19,1,156
26176,Q9BWT3,573,736
26177,Q9BWV7,1,76
26178,Q9BX63,1027,1249
26179,Q9BX66,89,188
26180,Q9BXM0,103,177
26181,Q9BXM0,384,580
26182,Q9BXT5,2252,2789
26183,Q9BXT8,89,178
26184,Q9BXT8,191,396
26185,Q9BXU2,219,312
26186,Q9BXX3,839,952
26187,Q9BXY5,1,106
26188,Q9BY65,1,106
26189,Q9BY66,1449,1539
26190,Q9BY84,455,565
26191,Q9BY84,585,665
26192,Q9BYK8,71,258
26193,Q9BYK8,279,408
26194,Q9BYP7,1,87
26195,Q9BYX2,181,300
26196,Q9BZ23,1,109
26197,Q9BZ98,1,90
26198,Q9BZA7,1204,1347
26199,Q9BZA8,1197,1340
26200,Q9BZF9,392,616
26201,Q9BZJ0,1,126
26202,Q9BZK8,1,76
26203,Q9BZP3,1,86
26204,Q9C000,98,216
26205,Q9C093,1745,1822
26206,Q9C0C7,1145,1246
26207,Q9C0D5,71,172
26208,Q9C0G0,1,182
26209,Q9C0G0,342,527
26210,Q9C0G0,640,832
26211,Q9C0G0,905,995
26212,Q9C0G0,2038,2248
26213,Q9C0H6,1,137
26214,Q9C0I3,728,900
26215,Q9C0U3,1,109
26216,Q9C0U7,1,124
26217,Q9C0V2,1,119
26218,Q9C0V5,1,503
26219,Q9C0W2,1098,1201
26220,Q9C0W3,1,88
26221,Q9C0W4,1,119
26222,Q9C0X0,1,100
26223,Q9C0X1,19,127
26224,Q9C0X3,1,111
26225,Q9C0Y2,686,822
26226,Q9C0Y5,1,133
26227,Q9C0Y7,20,300
26228,Q9C0Z8,1,83
26229,Q9C0Z8,135,212
26230,Q9C0Z8,234,319
26231,Q9C103,1,87
26232,Q9C104,97,237
26233,Q9C105,1156,1236
26234,Q9C110,1,105
26235,Q9C111,30,113
26236,Q9C112,1,101
26237,Q9C113,1,120
26238,Q9C114,1,106
26239,Q9C115,1,128
26240,Q9C116,1,111
26241,Q9C118,17,104
26242,Q9C121,1,101
26243,Q9C1E9,22,105
26244,Q9C1K0,155,233
26245,Q9C1W6,28,130
26246,Q9C1W6,143,227
26247,Q9C1W6,280,395
26248,Q9C2R2,115,215
26249,Q9C507,1,84
26250,Q9C533,438,545
26251,Q9C5J8,22,105
26252,Q9C5Q8,356,462
26253,Q9C5U2,30,144
26254,Q9C5W0,177,257
26255,Q9C5X8,721,819
26256,Q9C638,1,83
26257,Q9C680,1,115
26258,Q9C6G0,55,197
26259,Q9C6G0,212,302
26260,Q9C6G0,351,534
26261,Q9C6T2,503,606
26262,Q9C7X8,383,479
26263,Q9C800,1,82
26264,Q9C813,73,221
26265,Q9C878,207,305
26266,Q9C8G9,1525,1622
26267,Q9C8K0,649,854
26268,Q9C8S9,1,127
26269,Q9C8W9,244,324
26270,Q9C900,1,193
26271,Q9C909,214,289
26272,Q9C948,180,267
26273,Q9C9A2,32,126
26274,Q9C9H7,743,847
26275,Q9CAJ0,1,101
26276,Q9CAL3,24,105
26277,Q9CAN3,73,154
26278,Q9CAZ0,134,295
26279,Q9CBM3,31,298
26280,Q9CE01,146,225
26281,Q9CE03,1,79
26282,Q9CJ66,25,102
26283,Q9CJU4,19,107
26284,Q9CK54,1,108
26285,Q9CK55,1,136
26286,Q9CK59,1,92
26287,Q9CK61,1,140
26288,Q9CK63,1,250
26289,Q9CK63,263,380
26290,Q9CKG3,27,130
26291,Q9CKG4,1,81
26292,Q9CKM8,1,204
26293,Q9CKU6,17,228
26294,Q9CKY2,357,579
26295,Q9CL57,1,112
26296,Q9CLE2,1,85
26297,Q9CLG7,1,85
26298,Q9CLJ2,1,78
26299,Q9CLL9,1,125
26300,Q9CLM2,1,220
26301,Q9CLT6,1,123
26302,Q9CLT8,1,123
26303,Q9CLV1,1,112
26304,Q9CLW6,1,153
26305,Q9CLW7,1,343
26306,Q9CLX3,1,81
26307,Q9CMK4,1,172
26308,Q9CMP0,683,965
26309,Q9CMP7,14,203
26310,Q9CMQ6,1,267
26311,Q9CMS3,37,128
26312,Q9CMX6,21,230
26313,Q9CMZ3,1,232
26314,Q9CMZ3,244,360
26315,Q9CN17,1,159
26316,Q9CN84,19,101
26317,Q9CND4,33,158
26318,Q9CND8,1,93
26319,Q9CNE0,1,104
26320,Q9CNL3,1,81
26321,Q9CNT7,1,117
26322,Q9CNV9,1,173
26323,Q9CNW3,1,81
26324,Q9CNW4,1,118
26325,Q9CNX7,1,423
26326,Q9CP15,1,117
26327,Q9CPD6,1,188
26328,Q9CPD7,1,140
26329,Q9CPD8,1,203
26330,Q9CPM2,16,207
26331,Q9CQ24,1,85
26332,Q9CWT6,58,142
26333,Q9CX25,1,107
26334,Q9CXF4,1,96
26335,Q9CZK6,573,655
26336,Q9CZT4,518,710
26337,Q9D074,453,532
26338,Q9D2G5,1306,1434
26339,Q9D2H9,501,634
26340,Q9D2I5,662,791
26341,Q9D2Z8,442,536
26342,Q9D2Z8,554,642
26343,Q9D304,1,92
26344,Q9D338,208,292
26345,Q9D486,1,108
26346,Q9D4Y8,1,254
26347,Q9D5N8,114,258
26348,Q9D5N8,329,440
26349,Q9D5S7,713,820
26350,Q9D5T7,282,392
26351,Q9D6K7,185,262
26352,Q9D8C3,1040,1166
26353,Q9D8H7,1,87
26354,Q9D9F8,1,76
26355,Q9D9U4,24,101
26356,Q9DA32,1,93
26357,Q9DB85,1,79
26358,Q9DBN9,1,90
26359,Q9DBQ9,1,155
26360,Q9DBT9,793,869
26361,Q9DBV3,971,1145
26362,Q9DC28,332,415
26363,Q9DCG2,152,228
26364,Q9DDD1,636,723
26365,Q9DE14,1,87
26366,Q9DEI1,20,114
26367,Q9DER5,1,126
26368,Q9DEY9,399,504
26369,Q9DEY9,1218,1364
26370,Q9DG67,1,111
26371,Q9DGG6,1231,1334
26372,Q9DGS3,1,114
26373,Q9DGT6,1,90
26374,Q9DGT6,180,299
26375,Q9DGT6,418,699
26376,Q9DGT6,753,1014
26377,Q9DGT6,1363,1628
26378,Q9DGT6,1645,1815
26379,Q9DGV6,1,85
26380,Q9DGY2,1,87
26381,Q9DH17,1,132
26382,Q9DH22,190,290
26383,Q9DH37,1,108
26384,Q9DH77,1,112
26385,Q9DH85,1,110
26386,Q9DH90,1,162
26387,Q9DHA8,591,696
26388,Q9DHF5,1,116
26389,Q9DIC5,1,475
26390,Q9DIC6,1,551
26391,Q9DLD6,59,239
26392,Q9DRA0,1,186
26393,Q9DRA1,378,467
26394,Q9DRA1,484,587
26395,Q9DRA1,610,686
26396,Q9DRA1,1107,1577
26397,Q9DSN8,261,346
26398,Q9DSN9,1,174
26399,Q9DSN9,192,539
26400,Q9DSN9,656,901
26401,Q9DSN9,919,1123
26402,Q9DSQ0,1,354
26403,Q9DSQ0,369,603
26404,Q9DSQ0,881,1435
26405,Q9DUB7,563,686
26406,Q9DUC1,551,687
26407,Q9DUC4,556,675
26408,Q9DUC9,572,674
26409,Q9DUE1,1,238
26410,Q9DUE2,1,238
26411,Q9DUN3,1,188
26412,Q9DUN3,694,1070
26413,Q9DUT0,113,208
26414,Q9DUT2,1,116
26415,Q9DUT2,138,235
26416,Q9DUT3,1,77
26417,Q9DWR1,778,1225
26418,Q9DXE5,231,361
26419,Q9DYE0,1,86
26420,Q9E1W2,150,387
26421,Q9E2H5,1,104
26422,Q9E2H5,119,221
26423,Q9E6L5,158,333
26424,Q9E6L6,314,390
26425,Q9E6L7,1,147
26426,Q9E6L8,1,84
26427,Q9E6L9,1,119
26428,Q9E6M0,255,351
26429,Q9E6M1,1,903
26430,Q9E6M5,162,249
26431,Q9E6M8,1,81
26432,Q9E6M8,212,341
26433,Q9E6N0,246,441
26434,Q9E6N9,1,157
26435,Q9E6Q3,156,243
26436,Q9E6Q4,1,144
26437,Q9E6R4,1,85
26438,Q9E6R5,149,333
26439,Q9E787,51,207
26440,Q9E7N7,65,227
26441,Q9E7N8,187,302
26442,Q9E7N9,1,177
26443,Q9EMI7,154,231
26444,Q9ENK7,1,121
26445,Q9ENK7,135,378
26446,Q9ENK7,396,605
26447,Q9ENK8,1,171
26448,Q9ENK8,246,660
26449,Q9ENK9,1,271
26450,Q9ENK9,365,439
26451,Q9ENK9,452,684
26452,Q9ENL0,1,131
26453,Q9ENL0,142,323
26454,Q9ENL0,364,557
26455,Q9ENL0,569,697
26456,Q9ENL1,1,751
26457,Q9ENL2,1,443
26458,Q9ENL2,456,571
26459,Q9ENL2,594,759
26460,Q9ENL2,769,1027
26461,Q9ENL3,1,1182
26462,Q9ENL4,114,960
26463,Q9ENL4,980,1209
26464,Q9EQ60,2251,2359
26465,Q9EQG6,1605,1762
26466,Q9EQG7,401,477
26467,Q9EQG9,1,77
26468,Q9EQJ9,1123,1476
26469,Q9EQM6,1,163
26470,Q9EQW7,1148,1399
26471,Q9EQW7,1492,1749
26472,Q9ER64,768,874
26473,Q9ER81,1,131
26474,Q9ERU9,858,1146
26475,Q9ESL4,512,641
26476,Q9ESL4,668,802
26477,Q9ESV0,1,79
26478,Q9ET66,211,361
26479,Q9ETX2,1,209
26480,Q9EV27,1,209
26481,Q9EV29,1,282
26482,Q9EV29,844,953
26483,Q9EV30,1,282
26484,Q9EV31,1,209
26485,Q9EV32,1,209
26486,Q9EV33,1,209
26487,Q9EV34,1,282
26488,Q9EV34,844,953
26489,Q9EVX1,142,238
26490,Q9EXD1,1,95
26491,Q9EXD2,1,93
26492,Q9EXD4,1,128
26493,Q9EXD5,117,195
26494,Q9EXD6,1,83
26495,Q9F3T6,1,139
26496,Q9F3T6,152,710
26497,Q9F495,755,850
26498,Q9F723,306,382
26499,Q9F771,304,400
26500,Q9FCP2,1,111
26501,Q9FCP2,186,300
26502,Q9FFI5,392,476
26503,Q9FFP2,1,285
26504,Q9FFQ1,1,102
26505,Q9FG16,509,622
26506,Q9FG90,672,862
26507,Q9FG91,1,94
26508,Q9FG91,663,848
26509,Q9FGN1,349,435
26510,Q9FGR7,95,171
26511,Q9FGS0,1,76
26512,Q9FGW5,1,93
26513,Q9FGW9,745,1061
26514,Q9FH87,1,75
26515,Q9FHE1,342,590
26516,Q9FHJ6,138,266
26517,Q9FHJ6,769,853
26518,Q9FHN8,605,698
26519,Q9FI49,427,534
26520,Q9FI55,1,92
26521,Q9FID5,16,257
26522,Q9FIH8,1,105
26523,Q9FIT7,1,75
26524,Q9FIY7,1,113
26525,Q9FIY7,153,381
26526,Q9FJ79,135,209
26527,Q9FJF8,1,252
26528,Q9FJV1,278,364
26529,Q9FJX9,1,91
26530,Q9FKV5,296,428
26531,Q9FL73,1,96
26532,Q9FL92,1024,1154
26533,Q9FL92,1291,1372
26534,Q9FLB4,1,98
26535,Q9FLM6,142,243
26536,Q9FLQ7,1348,1618
26537,Q9FME4,52,141
26538,Q9FMJ0,1,99
26539,Q9FMN1,1,98
26540,Q9FNE1,29,106
26541,Q9FNG8,33,161
26542,Q9FNG8,577,656
26543,Q9FNI6,1,88
26544,Q9FNM7,1,140
26545,Q9FNQ1,1,79
26546,Q9FNR1,224,309
26547,Q9FPQ6,383,555
26548,Q9FPS4,429,646
26549,Q9FPT1,1023,1116
26550,Q9FRS4,1,98
26551,Q9FT37,1,116
26552,Q9FT74,1,97
26553,Q9FT74,106,183
26554,Q9FT77,594,719
26555,Q9FUZ2,1,80
26556,Q9FVX2,1,132
26557,Q9FX35,1,106
26558,Q9FXH1,819,894
26559,Q9FY82,329,489
26560,Q9FYH1,1,109
26561,Q9FYK0,1,218
26562,Q9FZ19,1,106
26563,Q9FZ92,1,111
26564,Q9FZD4,1,113
26565,Q9FZD4,397,505
26566,Q9FZL4,1,96
26567,Q9FZW7,1,472
26568,Q9FZX0,1,130
26569,Q9G050,1,315
26570,Q9G052,1,84
26571,Q9G055,97,199
26572,Q9G0B5,1,259
26573,Q9G0B5,273,992
26574,Q9GKI7,1,77
26575,Q9GL21,393,616
26576,Q9GLJ9,1,91
26577,Q9GN62,451,557
26578,Q9GNL2,1,266
26579,Q9GNL2,341,529
26580,Q9GNL3,71,204
26581,Q9GNN7,1,569
26582,Q9GNN7,705,1142
26583,Q9GNN8,1,119
26584,Q9GNN8,142,463
26585,Q9GNV2,113,199
26586,Q9GP84,43,155
26587,Q9GPM2,30,110
26588,Q9GQ60,111,218
26589,Q9GQ63,1,92
26590,Q9GQN5,1169,1284
26591,Q9GQV7,1,128
26592,Q9GRX6,1,95
26593,Q9GS23,499,584
26594,Q9GSA4,38,113
26595,Q9GTD4,498,579
26596,Q9GTN7,47,131
26597,Q9GV46,1,117
26598,Q9GV72,1,450
26599,Q9GYI0,1,176
26600,Q9GZR7,1,80
26601,Q9GZV8,76,199
26602,Q9GZY1,1,91
26603,Q9H0A3,1,160
26604,Q9H0H9,1,118
26605,Q9H0J4,217,459
26606,Q9H0J4,755,981
26607,Q9H0K4,16,115
26608,Q9H0M4,1,88
26609,Q9H0M4,96,206
26610,Q9H0P7,1,124
26611,Q9H0S4,380,455
26612,Q9H0X9,769,879
26613,Q9H1H9,1161,1519
26614,Q9H1H9,1621,1805
26615,Q9H1L0,20,117
26616,Q9H1M3,55,153
26617,Q9H2D6,514,800
26618,Q9H2J1,81,176
26619,Q9H2U6,1,94
26620,Q9H354,1,126
26621,Q9H496,1,131
26622,Q9H4L7,39,141
26623,Q9H501,1,89
26624,Q9H5L6,788,903
26625,Q9H5L9,1,145
26626,Q9H6F5,15,148
26627,Q9H7B7,24,122
26628,Q9H8H2,85,160
26629,Q9H8Q6,1,139
26630,Q9H8X3,1,128
26631,Q9H967,1,79
26632,Q9HA65,1,93
26633,Q9HAA7,1,133
26634,Q9HAQ2,708,790
26635,Q9HAR2,1256,1447
26636,Q9HAZ2,57,180
26637,Q9HBF5,1,79
26638,Q9HBR0,455,615
26639,Q9HBR0,719,806
26640,Q9HBR0,823,940
26641,Q9HBR0,954,1046
26642,Q9HBX3,1,110
26643,Q9HC56,1041,1237
26644,Q9HCD6,50,127
26645,Q9HCE1,1,213
26646,Q9HCG8,765,908
26647,Q9HCJ1,346,492
26648,Q9HCM7,72,169
26649,Q9HCU4,49,163
26650,Q9HD87,1,102
26651,Q9HDS5,1,123
26652,Q9HDS6,39,897
26653,Q9HDV4,1414,1513
26654,Q9HDV6,2062,2196
26655,Q9HDW0,1,354
26656,Q9HDW7,1149,1292
26657,Q9HDX6,1,243
26658,Q9HDX7,1,87
26659,Q9HDX7,169,319
26660,Q9HDX7,334,454
26661,Q9HDY1,649,731
26662,Q9HDY5,1,241
26663,Q9HDY7,127,237
26664,Q9HE02,1,134
26665,Q9HE09,1,85
26666,Q9HE09,662,783
26667,Q9HEC9,1,85
26668,Q9HEU0,259,373
26669,Q9HF61,426,684
26670,Q9HF61,777,1478
26671,Q9HFE1,21,149
26672,Q9HFE6,88,478
26673,Q9HFF4,133,286
26674,Q9HFF4,293,468
26675,Q9HFF4,915,1023
26676,Q9HFR4,278,591
26677,Q9HFR4,707,969
26678,Q9HFS7,1,113
26679,Q9HG03,24,212
26680,Q9HG13,22,179
26681,Q9HGL2,968,1116
26682,Q9HGM5,375,453
26683,Q9HGN4,1,87
26684,Q9HGP0,298,372
26685,Q9HGP4,1,121
26686,Q9HGP7,1,278
26687,Q9HGP9,1,129
26688,Q9HGQ0,1,136
26689,Q9HHA8,34,311
26690,Q9HHY2,1,141
26691,Q9HHY2,513,588
26692,Q9HM61,1,161
26693,Q9HNN4,292,406
26694,Q9HRJ8,64,154
26695,Q9HS44,1,108
26696,Q9HS70,324,453
26697,Q9HSJ8,21,115
26698,Q9HT06,191,293
26699,Q9HU15,1,75
26700,Q9HU15,545,634
26701,Q9HUA6,749,861
26702,Q9HUK7,1,512
26703,Q9HUK7,529,607
26704,Q9HVM8,25,233
26705,Q9HVM8,241,409
26706,Q9HVM8,422,634
26707,Q9HVM8,1002,1161
26708,Q9HWA7,19,106
26709,Q9HWS0,336,414
26710,Q9HX91,1,84
26711,Q9HYC5,1,114
26712,Q9HYC5,139,408
26713,Q9HYF0,1,97
26714,Q9HYT3,1,83
26715,Q9I069,61,138
26716,Q9I0F4,1,133
26717,Q9I0J6,653,811
26718,Q9I3M9,288,407
26719,Q9I4X2,200,283
26720,Q9I507,334,411
26721,Q9I5W4,415,561
26722,Q9I6M7,852,1019
26723,Q9I732,1,113
26724,Q9I733,135,225
26725,Q9I783,1,209
26726,Q9I7F7,556,943
26727,Q9I7F7,1039,1161
26728,Q9I7F7,1176,1337
26729,Q9I7S6,1160,1311
26730,Q9I7T7,423,559
26731,Q9I7T7,841,925
26732,Q9I7T7,1175,1259
26733,Q9I7T7,1317,1395
26734,Q9I7T7,1417,1531
26735,Q9I7U4,4841,4915
26736,Q9I7U4,5015,5167
26737,Q9I7U4,5180,5268
26738,Q9I7U4,5278,5356
26739,Q9I7U4,5406,5535
26740,Q9I7U4,6178,6275
26741,Q9I7U4,6375,6475
26742,Q9I7U4,7401,7509
26743,Q9I7U4,7524,7635
26744,Q9I7U4,7648,8508
26745,Q9I7U4,8521,9174
26746,Q9I7U4,9194,9271
26747,Q9I7U4,11551,11655
26748,Q9I7U4,11854,11930
26749,Q9I7U4,11956,12093
26750,Q9I7U4,12155,12229
26751,Q9I7U4,12290,12383
26752,Q9I7U4,12474,12553
26753,Q9I7U4,12806,12893
26754,Q9I7U4,12973,13057
26755,Q9I7U4,14378,14472
26756,Q9I7U4,14702,14780
26757,Q9I7U4,14796,14927
26758,Q9I7U4,16193,16294
26759,Q9I8M6,1,77
26760,Q9I920,205,321
26761,Q9I920,1037,1130
26762,Q9I9A7,47,150
26763,Q9IAL8,57,132
26764,Q9IBG7,13,117
26765,Q9IBM3,1,86
26766,Q9ICF9,22,222
26767,Q9ICP7,96,175
26768,Q9IFX2,1,437
26769,Q9IFX2,818,937
26770,Q9IFX3,1,437
26771,Q9IFX3,818,906
26772,Q9IG43,1,82
26773,Q9IG44,34,126
26774,Q9IGY7,119,196
26775,Q9IJX4,31,246
26776,Q9IJX4,324,398
26777,Q9IJX4,414,505
26778,Q9IJX4,619,973
26779,Q9ILI5,24,452
26780,Q9ILI5,462,542
26781,Q9ILI5,810,1163
26782,Q9ILI6,24,452
26783,Q9ILI6,462,542
26784,Q9ILI6,810,1125
26785,Q9IMM4,1,141
26786,Q9IMM4,187,484
26787,Q9IMM4,824,920
26788,Q9IR51,96,175
26789,Q9IV54,1,120
26790,Q9IVZ9,591,685
26791,Q9IVZ9,1199,1317
26792,Q9IWA0,1,80
26793,Q9IWW8,1181,1284
26794,Q9J3M8,1,192
26795,Q9J4Z4,55,163
26796,Q9J4Z5,327,436
26797,Q9J515,1,100
26798,Q9J550,1,106
26799,Q9J552,1,219
26800,Q9J5A7,432,542
26801,Q9J5G1,1,85
26802,Q9J5H8,352,434
26803,Q9J5U7,30,263
26804,Q9J6K9,248,539
26805,Q9J6K9,561,697
26806,Q9J6K9,1624,1869
26807,Q9J6K9,1982,2116
26808,Q9J7Z2,34,367
26809,Q9J942,449,630
26810,Q9J942,655,900
26811,Q9J942,1156,1239
26812,Q9JF82,1,101
26813,Q9JFA3,460,637
26814,Q9JFC1,1,207
26815,Q9JFC3,583,676
26816,Q9JFS4,471,559
26817,Q9JGF2,1,493
26818,Q9JGF2,759,936
26819,Q9JGF2,979,1065
26820,Q9JGL0,396,485
26821,Q9JGL0,502,717
26822,Q9JGL0,1508,1698
26823,Q9JGL0,1795,2007
26824,Q9JGT4,1,483
26825,Q9JGT5,1,174
26826,Q9JGT6,1,105
26827,Q9JGT7,1,125
26828,Q9JGT8,1,114
26829,Q9JGT9,1,172
26830,Q9JGU0,1,286
26831,Q9JGU1,353,431
26832,Q9JH65,402,708
26833,Q9JH66,1,143
26834,Q9JH66,169,400
26835,Q9JH66,783,893
26836,Q9JH67,1,143
26837,Q9JH67,169,400
26838,Q9JH68,391,617
26839,Q9JH69,20,347
26840,Q9JH69,369,523
26841,Q9JH69,683,794
26842,Q9JH69,883,1102
26843,Q9JH70,20,347
26844,Q9JH70,369,523
26845,Q9JH70,683,794
26846,Q9JH70,883,1099
26847,Q9JHY8,1,79
26848,Q9JHZ2,346,492
26849,Q9JIC3,201,525
26850,Q9JIC3,541,679
26851,Q9JIM3,1294,1537
26852,Q9JIR0,1,292
26853,Q9JIX8,423,550
26854,Q9JJ25,99,183
26855,Q9JJ26,99,194
26856,Q9JJL0,1,77
26857,Q9JJV9,1,123
26858,Q9JJX7,30,111
26859,Q9JJY4,559,644
26860,Q9JJY4,668,825
26861,Q9JK45,82,296
26862,Q9JK71,1123,1470
26863,Q9JKK8,1,82
26864,Q9JKV2,555,629
26865,Q9JLB4,2214,2306
26866,Q9JLB4,2838,2917
26867,Q9JLL0,112,220
26868,Q9JM52,659,798
26869,Q9JM52,824,1010
26870,Q9JM53,1,129
26871,Q9JMC1,28,178
26872,Q9JMR2,1,105
26873,Q9JMR4,39,132
26874,Q9JMR7,1,96
26875,Q9JMR8,1,78
26876,Q9JMS0,1,213
26877,Q9JMS1,1,153
26878,Q9JMS3,1,154
26879,Q9JMS5,1,121
26880,Q9JMS5,137,434
26881,Q9JMS5,448,558
26882,Q9JMS5,572,649
26883,Q9JMS5,661,773
26884,Q9JMS6,1,77
26885,Q9JMS7,1,231
26886,Q9JMT4,1,200
26887,Q9JMT5,23,137
26888,Q9JMT7,12,137
26889,Q9JMT9,1,146
26890,Q9JRX2,77,218
26891,Q9JRX2,235,394
26892,Q9JS44,16,112
26893,Q9JS44,203,313
26894,Q9JWJ3,65,228
26895,Q9JWW8,44,215
26896,Q9JYV5,1,233
26897,Q9JYV5,381,501
26898,Q9JYV5,512,607
26899,Q9JZ20,80,190
26900,Q9K0K9,1,374
26901,Q9K0K9,385,480
26902,Q9K0V0,1,147
26903,Q9K165,31,107
26904,Q9K620,1,104
26905,Q9K6W2,1,119
26906,Q9KAB7,1,89
26907,Q9KG49,99,213
26908,Q9KG52,1,75
26909,Q9KGA4,1,80
26910,Q9KGA4,126,428
26911,Q9KGC7,1,157
26912,Q9KGC7,193,272
26913,Q9KGW3,652,808
26914,Q9KHV6,1,137
26915,Q9KJV4,23,401
26916,Q9KKA3,163,501
26917,Q9KKA3,562,681
26918,Q9KKA3,928,1014
26919,Q9KKA3,1028,1181
26920,Q9KL18,1,85
26921,Q9KN42,774,1017
26922,Q9KNE4,1,119
26923,Q9KNE4,151,242
26924,Q9KNE5,1,591
26925,Q9KNE5,613,712
26926,Q9KNE5,721,869
26927,Q9KNE5,904,1085
26928,Q9KNE6,137,295
26929,Q9KQ91,1,142
26930,Q9KRD1,685,789
26931,Q9KS12,1,173
26932,Q9KS12,198,368
26933,Q9KS12,2021,2172
26934,Q9KS12,2310,2560
26935,Q9KS12,2805,3071
26936,Q9KS12,3084,3161
26937,Q9KS12,3513,3706
26938,Q9KS12,3720,4099
26939,Q9KS12,4439,4558
26940,Q9KS42,13,247
26941,Q9KS45,750,912
26942,Q9KS45,1050,1163
26943,Q9KSS7,240,321
26944,Q9KVG7,1,375
26945,Q9KVG9,1,187
